id,category,subcategory
cmeisydm200ecld044coqbg7a,નાસ્તા_ફરસાણ,ખમણ
cmeiszmc200eyld04mz4090dk,નાસ્તા_ફરસાણ,ખમણ
cmeit04nj00ftld04vbh4lxov,નાસ્તા_ફરસાણ,ગુજરાતી
cmeit0knc00g4ld04vxbqmej1,નાસ્તા_ફરસાણ,ગુજરાતી
cmeit1w0n00geld04cjigg227,નાસ્તા_ફરસાણ,ફેન્સી આઈટમ
cmeit2enm00h4ld04gelsvz8i,નાસ્તા_ફરસાણ,ફેન્સી આઈટમ
cmeit35rw00hjld04pjbxiqk0,નાસ્તા_ફરસાણ,ફેન્સી આઈટમ
cmeit3o0l00i5ld04f57wscb2,નાસ્તા_ફરસાણ,ફેન્સી આઈટમ
cmeit54to00ipld04uq3iu5yx,વિશેષ_વાનગી,મુંબઈ
cmeit6gjo00jald04d2m6hr2v,વિશેષ_વાનગી,ચાઇનીઝ
cmeit7f7400kgld04mwppiotd,વિશેષ_વાનગી,ચાઇનીઝ
cmeit8ms300l8ld04nfsz3ba2,વિશેષ_વાનગી,મુંબઈ
cmeit96bp00lrld04bzhazi7z,વિશેષ_વાનગી,ઇટાલિયન
cmeit9t4z00lzld04qdc39pum,વિશેષ_વાનગી,ઇટાલિયન
cmeitaff900m9ld04bjypgysy,વિશેષ_વાનગી,ઇટાલિયન
cmeitedsy00mvld041jej0bzb,વિશેષ_વાનગી,ગુજરાતી
cmeitf0bm00o1ld04g1948nyx,વિશેષ_વાનગી,મદ્રાસી
cmeitfmcw00oald048aa3r6tc,વિશેષ_વાનગી,મદ્રાસી
cmeitg3rx00oild04uupwcasn,વિશેષ_વાનગી,મદ્રાસી
cmeitgkq600oold04qfwuog6r,વિશેષ_વાનગી,મદ્રાસી
cmeith5ol00ould04i9clpu3w,વિશેષ_વાનગી,ચાટ
cmeithqb800p1ld046w30nvbb,વિશેષ_વાનગી,ચાટ
cmeititsv00p9ld04witiut18,વિશેષ_વાનગી,ચાટ
cmeitjmmq00ppld04r8i7gyyo,વિશેષ_વાનગી,મેક્સિકન
cmeitk52e00qeld04gyvd0og3,વિશેષ_વાનગી,ફરાળી
cmemtynvl0001k004r4qf91ma,વિશેષ_વાનગી,મેક્સિકન
cmemtzzhy0011k004jyiv8ea7,વિશેષ_વાનગી,સિઝલર
cmemu1mis0029k004yiet15wj,વિશેષ_વાનગી,ઇટાલિયન
cmemu2ohh0034k0043qyt9p5y,વિશેષ_વાનગી,સિઝલર
cmemu3j5m003zk004vdr47id2,વિશેષ_વાનગી,ઇટાલિયન
cmemu430n004ok004cfb44ems,વિશેષ_વાનગી,સિઝલર
cmemu4loz0052k004esc7uvi3,વિશેષ_વાનગી,ઇટાલિયન
cmemu57yp005kk004o9zo198x,વિશેષ_વાનગી,સિઝલર
cmemu6d7n0067k004645qfy37,વિશેષ_વાનગી,ઇટાલિયન
cmemu6vgp006yk004gtqv371i,વિશેષ_વાનગી,ઇટાલિયન
cmemu7e7b007fk0047cghlypw,વિશેષ_વાનગી,ઇટાલિયન
cmemu7vlv007uk004ds9r7i94,વિશેષ_વાનગી,મેક્સિકન
cmemu8g1t008ik004tvmwf84u,વિશેષ_વાનગી,સિઝલર
cmemu91ip0094k004ss5ukkei,વિશેષ_વાનગી,મેક્સિકન
cmemua0og009ok0040r864ge0,વિશેષ_વાનગી,ચાટ
cmemucwl600a3k004sgv58huf,વિશેષ_વાનગી,ઇટાલિયન
cmemuk8ch0001l5047rz6m6bw,અન્ય,ચટણી
cmemukmtm000al5045hthkppl,અન્ય,સોસ
cmemukz1v000ml504yocny8xb,અન્ય,સોસ
cmemuldfm000tl5047bcwocps,અન્ય,સોસ
cmemulwgw0010l504qzmrqnxl,અન્ય,ચટણી
cmemumem4001al504xm2hcgmd,અન્ય,સોસ
cmemun69p001hl504gisiloxk,અન્ય,સોસ
cmemuognr001ol50494349ur7,અન્ય,ચટણી
cmemupaxo0022l5044jtsmnle,અન્ય,ચટણી
cmemupvgo002bl504p4zha6di,અન્ય,ચટણી
cmemuq8r7002kl504gom4p8cy,અન્ય,સોસ
cmemuqn0t002tl50470ss1ujj,અન્ય,ચટણી
cmemurhs70032l504zy513wx5,અન્ય,ચટણી
cmemzhnza0001jr04n1u3n71s,મિષ્ટાન્ન,લિક્વિડ મિષ્ટાન્ન
